Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
1400100041;Dr. Silvio Botelho - Boa Vista (RR);3086
1400100042;Santa Luzia - Boa Vista (RR);3664
1400100043;Senador Hélio Campos - Boa Vista (RR);4488
1400100044;Piscicultura - Boa Vista (RR);614
1400100045;Raiar do Sol - Boa Vista (RR);2650
1400100046;Santa Tereza - Boa Vista (RR);3064
1400100047;União - Boa Vista (RR);1653
1400100048;Jardim Caranã - Boa Vista (RR);1478
1400100049;Cidade Satélite - Boa Vista (RR);2604
1400100050;Olímpico - Boa Vista (RR);425
1400100051;Doutor Airton Rocha - Boa Vista (RR);27
1400100052;Laura Moreira - Boa Vista (RR);2449
1400100053;Murilo Teixeira Cidade - Boa Vista (RR);36
1400100054;5 de Outubro - Boa Vista (RR);411
1400100055;São Bento - Boa Vista (RR);3082
1500107001;Centro - Abaetetuba (PA);2983
1500107002;São José - Abaetetuba (PA);1468
1500107003;São Lourenço - Abaetetuba (PA);3560
1500107004;Aviação - Abaetetuba (PA);2479
1500107005;Santa Rosa - Abaetetuba (PA);1328
1500107006;Algodoal - Abaetetuba (PA);4790
1500107007;São João - Abaetetuba (PA);1694
1500107008;Francilândia - Abaetetuba (PA);3877
1500107009;Cristo Redentor - Abaetetuba (PA);2064
1500107010;São Sebastião - Abaetetuba (PA);2285
1500107011;São Domingos da Angélica - Abaetetuba (PA);1978
1500107012;Mutirão - Abaetetuba (PA);953
1500107013;Castanhal - Abaetetuba (PA);240
1500107014;Santa Clara - Abaetetuba (PA);532
1500305001;Capim Marinho - Afuá (PA);2340
1500602001;Centro - Altamira (PA);3305
1500602002;Esplanada do Xingu - Altamira (PA);1580
1500602003;Jardim Uirapuru - Altamira (PA);769
1500602004;Jardim Independente II - Altamira (PA);1269
1500602005;Brasília - Altamira (PA);2752
1500602006;Liberdade - Altamira (PA);919
1500602007;Boa Esperança - Altamira (PA);4352
1500602008;Colinas - Altamira (PA);1276
1500602009;Sudam I - Altamira (PA);526
1500602010;Premem - Altamira (PA);694
1500602011;Sudam II - Altamira (PA);1067
1500602012;Jardim Independente I - Altamira (PA);2961
1500602013;Ibiza - Altamira (PA);513
1500602014;Bela Vista - Altamira (PA);1586
1500602015;Multirão - Altamira (PA);2801
1500602016;Jardim Altamira - Altamira (PA);1124
1500602017;Aparecida - Altamira (PA);1294
1500602018;Alberto Soares - Altamira (PA);17
1500602019;Nova Altamira - Altamira (PA);985
1501402001;Batista Campos - Belém (PA);3989
1501402002;Canudos - Belém (PA);3508
1501402003;Cidade Velha - Belém (PA);2829
1501402004;Condor - Belém (PA);12999
1501402005;Cremação - Belém (PA);7972
1501402006;Guamá - Belém (PA);29593
1501402007;Jurunas - Belém (PA);19178
1501402008;Marambaia - Belém (PA);18617
1501402009;Marco - Belém (PA);16132
1501402010;Fátima - Belém (PA);3280
1501402011;Nazaré - Belém (PA);3815
1501402012;Pedreira - Belém (PA);18103
1501402013;Reduto - Belém (PA);1091
1501402014;Sacramenta - Belém (PA);12966
1501402015;São Bras - Belém (PA);4022
1501402016;Souza - Belém (PA);3280
1501402017;Telégrafo - Belém (PA);12403
1501402018;Montese (Terra Firme) - Belém (PA);20536
1501402019;Campina - Belém (PA);1053
1501402020;Umarizal - Belém (PA);6372
1501402021;Barreiro - Belém (PA);9325
1501402022;Maracangalha - Belém (PA);9722
1501402023;Miramar - Belém (PA);188
1501402024;Curió-Utinga - Belém (PA);4816
1501402025;Val-de-Cães - Belém (PA);2059
1501402026;Mangueirão - Belém (PA);11373
1501402027;Universitário - Belém (PA);908
1501402028;Castanheira - Belém (PA);6662
1501402029;Guanabara - Belém (PA);557
1501402030;Águas Lindas - Belém (PA);6876
1501402031;Aurá - Belém (PA);739
1501402032;Bengui - Belém (PA);9887
1501402033;Cabanagem - Belém (PA);9890
1501402034;Coqueiro - Belém (PA);15978
1501402035;Parque Verde - Belém (PA);12760
1501402036;Pratinha - Belém (PA);8452
1501402037;São Clemente - Belém (PA);2932
1501402038;Tapanã - Belém (PA);23848
1501402039;Una - Belém (PA);2320
1501402040;Águas Negras - Belém (PA);2362
1501402041;Agulha - Belém (PA);6596
1501402042;Campina de Icoaraci - Belém (PA);8303
1501402043;Cruzeiro - Belém (PA);3521
1501402044;Maracacuera - Belém (PA);5363
1501402045;Paracuri - Belém (PA);3875
1501402046;Parque Guajará - Belém (PA);13536
1501402047;Ponta Grossa - Belém (PA);3811
1501402048;Tenoné - Belém (PA);11211
1501402049;São João do Outeiro - Belém (PA);4407
1501402050;Itaiteua - Belém (PA);716
1501402051;Brasília - Belém (PA);2295
1501402052;Água Boa - Belém (PA);3153
1501402053;Aeroporto - Belém (PA);394
1501402054;Arirambá - Belém (PA);793
1501402055;Carananduba - Belém (PA);2186
1501402056;Caruara - Belém (PA);336
1501402057;Farol - Belém (PA);299
1501402058;Mangueiras - Belém (PA);1106
1501402059;Maracajá - Belém (PA);1123
1501402060;Natal do Murubira - Belém (PA);414
1501402061;Porto Arthur - Belém (PA);110
1501402062;São Francisco - Belém (PA);929
1501402063;Sucurijuquara - Belém (PA);418
1501402064;Vila - Belém (PA);909
1501402065;Praia Grande - Belém (PA);254
1501402066;Chapéu Virado - Belém (PA);399
1501402067;Murubira - Belém (PA);618
1501402068;Bonfim - Belém (PA);327
1501402069;Marahú - Belém (PA);9
1501402070;Paraíso - Belém (PA);104
1501402071;Baía do Sol - Belém (PA);919
1501709001;Centro - Bragança (PA);480
1501709002;Riozinho - Bragança (PA);3264
1501709003;Alegre - Bragança (PA);2089
1501709004;Cereja - Bragança (PA);686
1501709005;Padre Luis - Bragança (PA);2220
1501709006;Aldeia - Bragança (PA);1889
1501709007;Morro - Bragança (PA);930
1501709008;Samaumapara - Bragança (PA);2486
1501709009;Vila Nova - Bragança (PA);1989
1501709010;Taíra - Bragança (PA);1976
1501709011;Vila Sinhá - Bragança (PA);3994
1501709012;Perpétuo Socorro - Bragança (PA);3120
1501782001;Novo Horizonte - Breu Branco (PA);3282
1501782002;Japonês - Breu Branco (PA);376
1501782003;Centro - Breu Branco (PA);773
1501782004;Bela Vista - Breu Branco (PA);942
1501782005;Novo Paraíso - Breu Branco (PA);369
1501782006;Continental - Breu Branco (PA);297
1501782007;Felicidade - Breu Branco (PA);577
1501782008;Liberdade - Breu Branco (PA);1929
1501782009;Conquista - Breu Branco (PA);2155
1502707005;Emerêncio - Conceição do Araguaia (PA);887
1502707009;Jardim Petrópolis - Conceição do Araguaia (PA);39
1502707010;Olaria Norte - Conceição do Araguaia (PA);30
1502707011;Giovamira - Conceição do Araguaia (PA);84
1502707012;Morada do Sol - Conceição do Araguaia (PA);388
1502707013;Vila Real - Conceição do Araguaia (PA);423
1502707014;Canudinho - Conceição do Araguaia (PA);332
1502707015;Universitário - Conceição do Araguaia (PA);696
1502707016;Vila Amizade - Conceição do Araguaia (PA);1071
1502707017;Novo Araguaia - Conceição do Araguaia (PA);1052
1502707018;Tancredo Neves - Conceição do Araguaia (PA);740
1502707019;Centro - Conceição do Araguaia (PA);1540
1502707020;São Luiz I - Conceição do Araguaia (PA);556
1502707021;São Luiz II - Conceição do Araguaia (PA);822
1502707022;Capelinha - Conceição do Araguaia (PA);542
1502707023;Dos Pescadores - Conceição do Araguaia (PA);484
1502707024;Vila Nova - Conceição do Araguaia (PA);1038
1502707025;Cruzeiro - Conceição do Araguaia (PA);1722
1502855001;Centro - Curuá (PA);386
1502855002;Curuá Velho - Curuá (PA);95
1502855003;Nossa Senhora do Carmo - Curuá (PA);375
1502855004;Nova Floresta - Curuá (PA);404
1502855005;Planalto - Curuá (PA);353
1502855006;Cidade Nova - Curuá (PA);190
1502855007;Santa Terezinha - Curuá (PA);218
1502855008;Santa Maria Goretti - Curuá (PA);505
1502855009;Ribeirinho - Curuá (PA);161
1503002001;Porto de Cima - Faro (PA);595
1503002002;Centro da Cidade - Faro (PA);297
1503002003;Campina - Faro (PA);567
1503002004;Nossa Senhora de Aparecida - Faro (PA);509
1503002005;Morumbi - Faro (PA);496
1504802001;Cidade Baixa - Monte Alegre (PA);50
1504802002;Papagaio - Monte Alegre (PA);187
1504802003;Serra Oriental - Monte Alegre (PA);311
1504802004;Curaxi - Monte Alegre (PA);1260
1504802005;Serra Ocidental - Monte Alegre (PA);898
1504802006;Turu - Monte Alegre (PA);408
1504802007;Pajuçara - Monte Alegre (PA);826
1504802008;Planalto - Monte Alegre (PA);1159
1505064001;Parque Vale do Sol - Novo Repartimento (PA);2708
1505064002;Parque Morumbi - Novo Repartimento (PA);579
1505064003;Parque Vila Nova - Novo Repartimento (PA);751
1505064004;Parque da Ladeira - Novo Repartimento (PA);647
1505064005;Parque Uirapuru - Novo Repartimento (PA);431
1505064006;Parque Vila Tucuruí - Novo Repartimento (PA);1478
1505064007;Parque Espigão - Novo Repartimento (PA);870
1505106001;Centro - Óbidos (PA);874
1505106002;Lourdes - Óbidos (PA);679
1505106003;Fátima - Óbidos (PA);726
1505106004;Santa Terezinha - Óbidos (PA);2482
1505106005;Cidade Nova - Óbidos (PA);2273
1505106006;São Francisco - Óbidos (PA);1700
1505106007;Bela Vista - Óbidos (PA);486
1505106008;Perpétuo Socorro - Óbidos (PA);1252
1506302001;Centro - Salvaterra (PA);922
1506302002;Coqueirinho - Salvaterra (PA);251
1506302003;Marabá - Salvaterra (PA);768
1506302004;Paes de Carvalho - Salvaterra (PA);848
1506302005;Cajú - Salvaterra (PA);427
1506807001;Aldeia - Santarém (PA);1388
1506807002;Fátima - Santarém (PA);990
1506807003;Aparecida - Santarém (PA);2332
1506807004;Santa Clara - Santarém (PA);1342
1506807005;Santíssimo - Santarém (PA);2085
1506807006;Prainha - Santarém (PA);1542
1506807007;Aeroporto Velho - Santarém (PA);3355
1506807008;Rodagem - Santarém (PA);...
1506807009;Esperança - Santarém (PA);1898
1506807010;Liberdade - Santarém (PA);1896
1506807011;Caranazal - Santarém (PA);3203
1506807012;Centro - Santarém (PA);386
1506807013;Salé - Santarém (PA);305
1506807014;Santana - Santarém (PA);3111
1506807015;Diamantino - Santarém (PA);4146
1506807016;Jardim Santarém - Santarém (PA);3142
1506807017;Alvorada - Santarém (PA);715
1506807018;Amparo - Santarém (PA);1504
1506807019;Área Verde - Santarém (PA);1498
1506807020;Cambuquira - Santarém (PA);61
1506807021;Floresta - Santarém (PA);1547
1506807022;Interventoria - Santarém (PA);2380
1506807023;Ipanema - Santarém (PA);814
1506807024;Jaderlândia - Santarém (PA);1423
1506807025;Jutaí - Santarém (PA);1501
1506807026;Laguinho - Santarém (PA);742
1506807027;Livramento - Santarém (PA);2237
1506807028;Maicá - Santarém (PA);924
1506807029;Mapiri - Santarém (PA);1197
1506807030;Maracanã - Santarém (PA);1366
1506807031;Maracanã I - Santarém (PA);1158
1506807032;Mararú - Santarém (PA);602
1506807033;Matinha - Santarém (PA);1634
1506807034;Nova República - Santarém (PA);3199
1506807035;Nova Vitória - Santarém (PA);918
1506807036;Novo Horizonte - Santarém (PA);676
1506807037;Pérola do Maicá - Santarém (PA);571
1506807038;Santarenzinho - Santarém (PA);3532
1506807039;Santo André - Santarém (PA);2213
1506807040;São Cristóvão - Santarém (PA);1049
1506807041;São Francisco - Santarém (PA);946
1506807042;São José Operário - Santarém (PA);2095
1506807043;Uruará - Santarém (PA);3707
1506807044;Urumanduba - Santarém (PA);267
1506807045;Urumari - Santarém (PA);995
1506807046;Vigia - Santarém (PA);222
1506807047;Vitória Régia - Santarém (PA);2512
1506807048;Conquista - Santarém (PA);915
1506807049;Elcione Barbalho - Santarém (PA);1534
1507904001;Central - Soure (PA);758
1507904002;São Pedro - Soure (PA);570
1507904003;Matinha - Soure (PA);1055
1507904004;Umirizal - Soure (PA);1173
1507904005;Pacoval - Soure (PA);795
1507904006;Macacheira - Soure (PA);761
1507904007;Novo - Soure (PA);1908
1507904008;Tucumanaúba - Soure (PA);1411
1507979001;Juvenil - Terra Santa (PA);708
1507979002;Centro - Terra Santa (PA);701
1507979003;Aparecida - Terra Santa (PA);877
1507979004;São Francisco - Terra Santa (PA);1051
1507979005;Santa Clara - Terra Santa (PA);1108
1600303001;Central - Macapá (AP);4800
1600303002;Trem - Macapá (AP);1960
1600303003;Beirol - Macapá (AP);2860
1600303004;Laguinho - Macapá (AP);2310
1600303005;Jesus de Nazaré - Macapá (AP);2211
1600303006;Santa Rita - Macapá (AP);3832
1600303007;Pacoval - Macapá (AP);4207
1600303008;Perpétuo Socorro - Macapá (AP);4997
1600303009;Santa Inês - Macapá (AP);2193
1600303010;Congos - Macapá (AP);7927
1600303011;Nova Esperança - Macapá (AP);1748
1600303012;Buritizal - Macapá (AP);9036
1600303013;Alvorada - Macapá (AP);743
1600303014;São Lázaro - Macapá (AP);8991
1600303015;Pedrinhas - Macapá (AP);2191
1600303016;Jardim Felicidade - Macapá (AP);6565
1600303017;Araxá - Macapá (AP);4062
1600303018;Brasil Novo - Macapá (AP);6001
1600303019;Boné Azul - Macapá (AP);467
1600303020;Cabralzinho - Macapá (AP);347
1600303021;Jardim Equatorial - Macapá (AP);606
1600303022;Marco Zero - Macapá (AP);6170
1600303023;Novo Horizonte - Macapá (AP);10384
1600303025;Infraero - Macapá (AP);3865
1600303026;Universidade - Macapá (AP);5749
1600303027;Cidade Nova - Macapá (AP);6964
1600303028;Novo Buritizal - Macapá (AP);9333
1600303029;Zerão - Macapá (AP);5159
1600600001;Central - Santana (AP);3599
1600600002;Nova Brasília - Santana (AP);2263
1600600003;Provedor - Santana (AP);2410
1600600004;Dos Remédios - Santana (AP);5649
1600600005;Vila Amazonas - Santana (AP);372
1600600006;Daniel - Santana (AP);426
1600600007;Novo Horizonte - Santana (AP);1291
1600600008;Hospitalidade - Santana (AP);3564
1600600009;Comercial - Santana (AP);3712
1600600010;Paraíso - Santana (AP);7067
1600600011;Fonte Nova - Santana (AP);5560
1600600012;Igarapé da Fortaleza - Santana (AP);1837
1600600013;Elesbão - Santana (AP);2249
2106607001;Centro - Matões (MA);714
2106607002;Bela Vista - Matões (MA);435
2106607003;Alto da Seriema - Matões (MA);754
2106607004;Lagoa - Matões (MA);383
2106607005;Oiteiro da Cruz - Matões (MA);332
2106607006;Taioba - Matões (MA);813
2106607007;Matadouro - Matões (MA);825
2106607008;Rubelândia - Matões (MA);624
2106607009;Antônio Alves - Matões (MA);124
2106607010;Mangueira - Matões (MA);506
2106607011;Alto Alegre - Matões (MA);336
2112209001;Centro - Timon (MA);1243
2112209002;Mangueira - Timon (MA);757
2112209003;Santo Antônio - Timon (MA);1050
2112209004;Formosa - Timon (MA);589
2112209005;Planalto Formosa - Timon (MA);675
2112209006;Parque Aliança - Timon (MA);985
2112209007;Mateuzinho - Timon (MA);478
2112209008;Cajueiro - Timon (MA);210
2112209009;Parque Alvorada - Timon (MA);4135
2112209010;Sete Estrelas - Timon (MA);832
2112209011;Glória - Timon (MA);706
2112209012;Planalto Boa Esperança - Timon (MA);142
2112209013;Jóia - Timon (MA);886
2112209014;Vila Bandeirante - Timon (MA);1857
2112209015;Cidade Nova - Timon (MA);4760
2112209016;Multirão - Timon (MA);1220
2112209017;Flores - Timon (MA);2824
2112209018;Bela Vista - Timon (MA);926
2112209019;Marimar - Timon (MA);469
2112209020;Boa Esperança - Timon (MA);289
2112209021;Mangal - Timon (MA);113
2112209022;Parque São Francisco - Timon (MA);1023
2112209023;Boa Vista - Timon (MA);1628
2112209024;Parque União - Timon (MA);1047
2112209025;São Francisco II - Timon (MA);5530
2112209026;Parque Piauí - Timon (MA);6933
2112209027;São Benedito - Timon (MA);3297
2112209028;Vila Angélica - Timon (MA);1514
2112209029;Pedro Patrício - Timon (MA);1410
2112209030;São Marcos - Timon (MA);1357
2200400001;Centro - Altos (PI);1576
2200400002;São Luiz - Altos (PI);715
2200400003;Matadouro - Altos (PI);563
2200400004;Bacurizeiro - Altos (PI);680
2200400005;Carrasco - Altos (PI);232
2200400006;Tranqueira - Altos (PI);1110
2200400008;Boca de Barro - Altos (PI);746
2200400009;Maravilha - Altos (PI);1096
2200400010;Batalhão - Altos (PI);194
2200400011;Leite - Altos (PI);195
2200400012;Ciana - Altos (PI);478
2200400013;Boa Fé - Altos (PI);464
2200400014;São Sebastião - Altos (PI);326
2200400015;Santa Inês - Altos (PI);416
2200400016;Santo Antônio - Altos (PI);254
2200400017;Baixão do São José - Altos (PI);134
2200400018;Baixão dos Paivas - Altos (PI);89
2201200001;Centro - Barras (PI);478
2201200002;Riachinho - Barras (PI);325
2201200003;Boa Vista - Barras (PI);486
2201200004;Piquizeiro - Barras (PI);716
2201200005;Matadouro - Barras (PI);400
2201200006;Curujal - Barras (PI);312
2201200007;Xique Xique - Barras (PI);607
2201200008;de Fátima - Barras (PI);300
2201200009;Pedrinhas - Barras (PI);512
2201200010;Santinho - Barras (PI);1504
2201200011;Vila França - Barras (PI);705
2201200012;Galdinal - Barras (PI);380
2201200013;São Cristóvão - Barras (PI);705
2201200014;Floresta - Barras (PI);253
2201200015;Residencial São Francisco - Barras (PI);123
2201903001;Centro - Bom Jesus (PI);422
2201903002;Miramar - Bom Jesus (PI);429
2201903003;Rodoviária - Bom Jesus (PI);303
2201903004;Morro do Frei - Bom Jesus (PI);586
2201903005;São Pedro - Bom Jesus (PI);686
2201903006;Penitenciária - Bom Jesus (PI);338
2201903007;Aeroporto - Bom Jesus (PI);553
2201903008;Hugo Piauilino - Bom Jesus (PI);494
2201903009;Josué Parente - Bom Jesus (PI);559
2201903010;Vicente Brandão - Bom Jesus (PI);430
2202208001;Centro - Campo Maior (PI);1431
2202208002;Nossa Senhora de Lourdes - Campo Maior (PI);341
2202208003;São João - Campo Maior (PI);773
2202208004;Recreio - Campo Maior (PI);252
2202208005;Santa Rita - Campo Maior (PI);226
2202208006;Flores - Campo Maior (PI);171
2202208007;Evereste - Campo Maior (PI);155
2202208008;Alto da Olaria - Campo Maior (PI);170
2202208009;Califórnia - Campo Maior (PI);145
2202208010;Cariri - Campo Maior (PI);743
2202208011;Santa Izabel - Campo Maior (PI);..
2202208012;Matadouro - Campo Maior (PI);467
2202208013;Estação - Campo Maior (PI);298
2202208014;Paulo VI - Campo Maior (PI);201
2202208015;Santa Cruz - Campo Maior (PI);779
2202208016;Fripisa - Campo Maior (PI);454
2202208017;Parque das Estrelas - Campo Maior (PI);244
2202208018;Nossa Senhora de Fátima - Campo Maior (PI);646
2202208019;Mucuripe - Campo Maior (PI);35
2202208020;Cidade Nova - Campo Maior (PI);681
2202208021;São Luis - Campo Maior (PI);817
2202703001;Centro - Cocal (PI);227
2202703002;Santa Luzia - Cocal (PI);669
2202703003;Dos Ulisses - Cocal (PI);329
2202703004;São Francisco - Cocal (PI);357
2202703005;São Pedro - Cocal (PI);782
2202703006;José da Cunha Frota - Cocal (PI);511
2202703007;Santa Teresinha - Cocal (PI);496
2202901001;Nova Corrente - Corrente (PI);377
2203503001;Centro - Elesbão Veloso (PI);331
2203503002;Volta - Elesbão Veloso (PI);118
2203503003;Matias - Elesbão Veloso (PI);197
2203503004;Matadouro - Elesbão Veloso (PI);255
2203503005;Sambaíba - Elesbão Veloso (PI);57
2203503006;Santa Clara - Elesbão Veloso (PI);243
2203503007;Várzea Alegre - Elesbão Veloso (PI);61
2203503008;Fátima - Elesbão Veloso (PI);417
2203503009;Eufrasino Moura - Elesbão Veloso (PI);97
2203503010;Vermelha - Elesbão Veloso (PI);66
2203503011;Piçarra - Elesbão Veloso (PI);309
2203503012;Do Fio - Elesbão Veloso (PI);178
2203503013;Cirino - Elesbão Veloso (PI);210
2203503014;Capitão Mundoco - Elesbão Veloso (PI);411
2203503015;Grota do Feijão - Elesbão Veloso (PI);122
2203909001;Centro - Floriano (PI);861
2203909002;Bosque Santa Teresinha - Floriano (PI);277
2203909003;Ibiapaba - Floriano (PI);522
2203909004;Sambaíba Velha - Floriano (PI);817
2203909005;Sambaíba Nova - Floriano (PI);813
2203909006;Cancela - Floriano (PI);313
2203909007;Catumbi - Floriano (PI);757
2203909008;Curador - Floriano (PI);693
2203909009;Pau Ferrado - Floriano (PI);546
2203909010;Caixa D'Água - Floriano (PI);636
2203909011;Manguinha - Floriano (PI);892
2203909012;Irapuã I - Floriano (PI);755
2203909013;Malária - Floriano (PI);528
2203909014;Matadouro - Floriano (PI);189
